Monster Spoilers for 変愚蛮怒 3.0.0Alpha54
------------------------------------------

Name                                          Lev  Rar  Spd      Hp      Ac          Visual Info
    偉大なる不浄                               63    3  +10    6600     150             緑の 'U'
    グレーター・クラーケン                     63    2  +10    4000     175       明るい緑の 'l'
[U] 闇貴公子『ヴラド』                         63    4  +20    5000     166             青い 'V'
[U] 『八岐大蛇』                               63    2  +13    6000     160           万色の 'M'
    アーチリッチ                               64    2  +10    3500     120       明るい青の 'L'
    修験道免許皆伝者                           64    3  +20    2200      80             紫の 'p'
    ソーラー                                   64    6  +20    3000     160           黄色の 'A'
    ベヒーモス                                 64    3  +15    5000     180             緑の 'H'
    グレート・バイル・ワイアーム               64    2  +15    5000     150           灰色の 'D'
    グレート・ストーム・ワイアーム             64    2  +15    5000     150             青い 'D'
    グレート・アイス・ワイアーム               64    2  +15    5000     150   明るい青灰色の 'D'
    グレート・ヴェノム・ワイアーム             64    2  +15    5000     150             緑の 'D'
    分解ボルテックス                           65    6  +30   32d20      80         青灰色の 'v'
[U] 『ヴィネガー・ドッピオ』                   65    5  +20    1000     100             紫の 'p'
    カオス・ハウンド                           65    1  +10   60d30     100           万色の 'Z'
    頭蓋のドルジ                               65    4  +20    1400     120       オレンジの 's'
    超人ロックのクローン                       65   30  +20    3000     130       明るい緑の 'p'
    ジャバーウォック                           65    4  +20    3200     125           万色の 'H'
[U] 『リュキアのキマイラ』                     65    2  +15    3150     200           万色の 'H'
[U] 超人『ロック』                             65    3  +20    6000     170       明るい緑の 'p'
[U] 皇帝『レイザーク』                         65    3  +20    5500     140           黄色の 'p'
[U] 『ディオ・ブランドー』                     66    4  +20    5000     166           黄色の 'V'
    グレート・ヘル・ワイアーム                 66    2  +15    5750     155             赤い 'D'
[U] 『ディアボロ』                             66  255  +20    5000     100             紫の 'p'
    シャンブラー                               67    4  +20    5000     150   明るい青灰色の 'E'
    カオス・ワイアーム                         67    2  +10    4500     170           万色の 'D'
    ロー・ワイアーム                           67    2  +10    4500     170   明るい青灰色の 'D'
[U] 巨獣『ヅガッダグドマネング』               67    3  -10   12321     111         青灰色の 'H'
[U] 静の魔王『氷のジシスル』                   67    2  +15    6000     120       明るい青の 'U'
[U] 『見えざるピンクのユニコーン』             67    3  +30    5963     123             紫の 'q'
[U] ごまかしの名手『ブレイズ』                 67    1  +20    5000     100   明るい琥珀色の 'p'
[U] 眠りの主『ヒュプノス』                     67    2  +20    5049     150           万色の 'P'
[U] 『グラーキ』                               67    2  +20    5148     150           万色の 'l'
    チロン・ローカスト                         68    3  +20  150d10      80   明るい琥珀色の 'F'
    グレーター・ファルメル・ウォーモンガー     68    4  +15    3850     150             紫の 'h'
[U] 女魔術師『フィオナ』                       68    1  +20    4851     100           黄色の 'p'
[U] ドリードロード『ツエラクス』               68    2  +20    6500     150       明るい赤の 'G'
    老ソーサラー                               69    3  +20    1300      60             紫の 'p'
[U] 世紀末覇者『ラオウ』                       69    2  +13    9174     170   明るい青灰色の 'p'
[U] アーデンの森の主『ジュリアン』             69    1  +20    5500     100             緑の 'p'
    活発な機雷                                 70    6  +10     600      10           透明な '.'
[U] 勇者『イケタ』                             70    2  +20    5000     170       明るい青の 'p'
[U] 惑星生命体『ソラリス』                     70    4  +15    6000      90           万色の 'j'
[U] 『ラーン=テゴス』                          70    4  +20    9000     125             青い 'S'
[U] 巨大戦艦『グレート・シング』               70    3  +20   11000     120             青い 'l'
[U] 『空飛ぶスパゲッティ・モンスター』         70    3  +15   10101     111           黄色の ','
[U] 『ノーサ』                                 70    4  +20   10000     125           万色の 'H'
    グレーター・ドラゴン・クイルスルグ         71    3  +10    1500       1             緑の 'Q'
    腐乱グレーター・クイルスルグ               71    3  +10    1500       1         琥珀色の 'Q'
    グレーター・クイルスルグ                   71    3  +10    1500       1         青灰色の 'Q'
    マスター・クイルスルグ                     71    3  +10    2000       1             青い 'Q'
[U] 『摂政バーノール公』                       71  255  +20    3500     140             青い 'p'
[U] 『ルパート将軍』                           71  255  +20    3500     170             赤い 'p'
    黒き掠奪者                                 71    3  +10    3500     170           灰色の 'L'
[U] 『バーノール=ルパート』                    71    2  +20    7000     170             紫の 'p'
[U] 陰謀家『ケイン』                           71    1  +20    5600     100           灰色の 'p'
[U] 虚界の魔獣『ジェノサイバー』               72    3  +22    7000     160             白い 'U'
[U] エンペラー・リッチ『ベクナ』               72    2  +20    5000      85           黄色の 'L'
[U] ヴァリノールの猟犬『フアン』               72    5  +20    7500     110           灰色の 'C'
    バランス・ワイアーム                       72    4  +10    4900     170           万色の 'D'
    時空ワイアーム                             72    6  +15    4600     170             紫の 'D'
[U] 生ける虚無『ヌル』                         72    2  +10    5000     100             黒い '.'
    グレート・万色ワイアーム                   72    3  +15    7000     170           万色の 'D'
[U] アイの暴君『オマラックス』                 73    4  +20    6500      80           黄色の 'e'
    究極ビホルダー                             73    4  +10    4000      80       オレンジの 'e'
[U] 炎の天使『ウリエル』                       73    3  +20    6000     180       明るい赤の 'A'
[U] 怒りの魔王『炎のバイケタル』               73    2  +15    7000     160             赤い 'U'
[U] 世界を喰らうもの『アルドゥイン』           73    3  +15    9000     180           万色の 'D'
[U] 竜殺しの始祖『ミラーク』                   73    3  +15    9000     125             紫の 'p'
[U] ン・カイに眠るもの『ツァトゥグァ』         74    4  +20    6600      80           灰色の 'r'
    スカイ・ドレイク                           74    4  +20    6000     200       明るい青の 'D'
[U] アンバーの強者『ジェラード』               74    1  +20    6666     150         琥珀色の 'p'
    エーテル・ハウンド                         75    2  +10   60d30     100           万色の 'Z'
[U] 怪物の太母『エキドナ』                     75    3  +20    6000     125         琥珀色の 'n'
[U] 光なき闇の大蜘蛛『ウンゴリアント』         75    1  +10   13000     160           灰色の 'S'
[U] 蜘蛛の神『アトラク・ナクア』               75    1  +10   13000     160           灰色の 'S'
[U] ミドガルドの大蛇『ヨルムンガンド』         75    1  +20   12000     160             緑の 'J'
[U] 『ヰ=ゴロゥナク』                          75    1  +10   12870     160       明るい赤の 'H'
[U] 『デモゴルゴン』                           75    2  +15    6500     140         琥珀色の 'U'
    ワープ・デーモン                           76    1  +10    3000     100       オレンジの 'U'
    リヴァイアサン                             76    3  +15    6000     180             青い 'D'
    鳳凰                                       76    5  +20    4000     190       明るい赤の 'B'
    麒麟                                       76    5  +20    4000     230           黄色の 'q'
[U] 王位簒奪者『エリック』                     76    1  +20    5800     100       明るい赤の 'p'
[U] 無敵の恐れ知らずの官能的なる不可思議なる   76    3  +20    7000     170         青灰色の 'I'
    魅惑の頑健なる勤勉なる圧倒的なる華麗なる
    情熱の恐るべき美しき強力なる灰色の王子『
    強靭なるゾート』
[U] タイタンの『アトラス』                     76    3  +15   10000     160         青灰色の 'P'
[U] 蛇たちの父『イグ』                         76    1  +20    6660     123             緑の 'R'
    混沌                                       77    4  +10     396      50           万色の 'E'
    サイバーデーモン                           77    4  +10    7070      90         琥珀色の 'U'
    幽体ワイアーム                             77    4  +20    6000     200             白い 'D'
[U] 『死神ももえ』                             78    3  +80    3500      50   明るい青灰色の 'p'
[U] 生ける炎『クトゥグァ』                     78    3  +23    5000     100       明るい赤の 'E'
[U] 『エンペラー・クイルスルグ』               78    3  +20    5000       1           黄色の 'Q'
[U] アヴァロンの主『コーウィン』               78    1  +20    5900     100             赤い 'p'
[U] 『サウロンの口』                           78    3  +20    7000     100             紫の 'p'
[U] 死の女王『ヘラ』                           78    3  +20    7400     110             緑の 'p'
[U] 悪の魔術師『クリングゾール』               78    3  +20    7000     100           黄色の 'p'
    ロゥフ                                     79    7  +30    23d7     110         琥珀色の 'S'
    ネプト竜                                   79    3  +15   25000     200       明るい青の 'l'
[U] 銀河皇帝『カル・ダームIII世』              79    5  +20    6000     200           灰色の 'p'
[U] 理想の戦士『ベネディクト』                 79    1  +20    6900     100   明るい青灰色の 'p'
    ピカチャウ (ルルイエのすがた)              80    3  +20   80d30      90       明るい緑の 'r'
[U] 『イェンダーの魔法使い』                   80  255  +15    3000     100             紫の 'p'
[U] 『シアエガ』                               80    3  +20    6400     120           灰色の 'e'
[U] 『イェンダーの魔法使い』                   80   16  +20    7000     100             紫の 'p'
[U] 第一の乗り手『ペスティレンス』             80   16  +20    8000      75   明るい青灰色の 'U'
[U] 第三の乗り手『フェミン』                   80   16  +20    8000      75           灰色の 'U'
[U] 第四の乗り手『デス』                       80   16  +20    8000      75             青い 'U'
[U] 死天使『アズリエル』                       80    3  +20    6500     190           灰色の 'A'
[U] 『アングマールの魔王』                     80    3  +20    6000     120           灰色の 'W'
[U] 地獄界ドラゴン『ティアマット』             80    4  +20   10000     125           万色の 'D'
[U] 遍在する意識『岩倉玲音』                   80    3  +20    6500     100           透明な 'p'
    はぐれメタル                               80   10  +80     3d2   10000         青灰色の 'j'
[U] 時を統べる者『リチャード・ウォン』         81    3  +25    6000     190             白い 'p'
[U] 風の帝王『パズズ』                         82    2  +30    5500     125             白い 'B'
[U] 風に乗りて歩むもの『イタカ』               82    2  +30    5500     125       明るい青の 'Y'
    ジュリアンのヘルハウンド                   83    4  +10     480      80             赤い 'C'
[U] 『ゴヂラ』                                 84    2  +20    8500     185             緑の 'R'
[U] 『タラスク』                               84    2  +20    8500     185           万色の 'R'
[U] 地獄の王『メフィストフェレス』             84    2  +30    6660     150             赤い 'U'
[U] 骸骨の帝王『カントラス』                   84    2  +30    7500     120       明るい青の 's'
[U] 氷の巨人『イミル』                         85    2  +20    8514     160             白い 'P'
[U] せっかくだから『コンバット越前』           85    2  +60    2000     350       明るい赤の 'p'
[U] 白炎のバルログ『ルンゴルシン』             85    2  +20    8000     125             白い 'U'
[U] 不浄の源『アブホース』                     85    3  +20    8400     150       明るい緑の 'j'
[U] エキドナの長子『オルトロス』               85    1  +20   10100     165           灰色の 'C'
[U] 火の巨人『スルト』                         85    2  +20    9460     160             赤い 'P'
[U] いたずら者『ロキ』                         85    2  +20    9350     160             緑の 'P'
[U] 金色の怪人『ワッハマン』                   85    2  +20   10000     200           黄色の 'g'
    クトゥルフの落とし子                       86    2  +20    7500      90       明るい緑の 'U'
[U] 極楽界ドラゴン『バハムート』               86    4  +20   10000     125           万色の 'D'
[U] 巨狼の帝王『ドラウグルイン』               87    2  +20    9000      90         琥珀色の 'C'
[U] タイタン族の王『クロノス』                 87    3  +15   11000     150             紫の 'P'
    甲鱗のワーム                               88    2   +0    6666      66       明るい緑の 'w'
[U] 『火蜂』                                   88    8  +24    8888      88             赤い 'I'
[U] 『シュマ=ゴラス』                          88    3  +20    8500     150       明るい緑の 'e'
[U] 緑色の火焔『トゥールスチャ』               89    4  +20   10000     100       明るい緑の 'E'
[U] 告知者『ラファエル』                       89    3  +20    7500     200             白い 'A'
[U] サイバーデーモンの王『Oremorj』            89    4  +20    9000      90         琥珀色の 'U'
    パワー・ワイアーム                         90    4  +20   12321     111           黄色の 'D'
[U] 狼『フェンリル』                           90    2  +24   12000      90           灰色の 'C'
    カァウ                                     90    8  +10    3465     176           灰色の 'E'
[U] 不死なる『カシェイ』                       90    3  +20    6000     100             紫の 'L'
[U] 全てにして一つのもの『ヨグ=ソトート』      90    3  +20    6534     100           万色の 'j'
[U] 森の黒山羊『シュブ=ニグラス』              91    3  +20    6435     100           万色の 'U'
[U] 肉塊の帝王『クルズククルズップ』           92    3  +20    6500       1           万色の 'Q'
[U] 赤顎狼『カルハロス』                       92    2  +25   15000     110           灰色の 'C'
[U] 大いなる深淵の主『ノーデンス』             92    3  +20    7425     100             白い 'P'
[U] 這いうねる混沌『ナイアルラトホテップ』     93    3  +20    8910     100           万色の 'U'
[U] 奇怪な原子核の混沌『アザトート』           93    3  +20    9801     150           万色の 'E'
[U] 地獄の番犬『ケルベロス』                   94    1  +20   10000     160             赤い 'C'
[U] 『破壊スル者』                             94    1  +20   28900     200   明るい青灰色の 'g'
[U] バルログの長『ゴスモグ』                   95    1  +20   12000     140       明るい赤の 'U'
[U] 『偉大なるクトゥルフ』                     96    2  +20   10000     140             緑の 'U'
[U] 妖術師『サウロン』                         98    1  +20   10500     160       オレンジの 'p'
    巨大サイバーワイアーム天使悪魔リッチ       99   50  +40    9801     200           万色の 'N'
[U] 『秩序のユニコーン』                       99    1  +50   20000     170             白い 'q'
[U] アンバーの王『オベロン』                   99    1  +35   10989     165           万色の 'p'
[U] 冥王『モルゴス』                          100    1  +30   20000     150           灰色の 'P'
[U] 『混沌のサーペント』                      100    1  +45   30000     175           万色の 'J'
[U] 金無垢の指輪                              110    3  +30   16000     200           黄色の '='
    サーペント・ゾンビ                        127    4  +50   30000     200           灰色の 'J'

